Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,ISSN,ISBN,CODEN,Document Type,Publication Stage,Open Access,Source,EID,pub_id,quartile,quartile_match,author_id_list,author_id,DOCENTE,CODIGO,ESCUELA
"Rivillas-Ospina, G.; Casas, D.; Maza-Chamorro, M.A.; Bolívar, M.; Ruiz-Martinez, G.; Guerrero, R.; Horrillo-Caraballo, J.M.; Guerrero, M.; Díaz-Martínez, K.; Rio, R.D.; Campos, E.","Rivillas-Ospina, Germán Daniel (57193621526); Casas, Diego A. (57217028107); Maza-Chamorro, Mauro Antonio (55872162200); Bolívar, Marianella (57214259358); Ruiz-Martinez, Gabriel (57188985692); Guerrero, Roberto (57486978300); Horrillo-Caraballo, José M. (22937834800); Guerrero, Milton (57200615582); Díaz-Martínez, Karina S. (56711038800); Rio, Roberto Del (57486641300); Campos, Erick (57486978400)",57193621526; 57217028107; 55872162200; 57214259358; 57188985692; 57486978300; 22937834800; 57200615582; 56711038800; 57486641300; 57486978400,APPMAR 1.0: A Python application for downloading and analyzing of WAVEWATCH III® wave and wind data,2022,Computers and Geosciences,162,,105098,,,9,10.1016/j.cageo.2022.105098,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126290347&doi=10.1016%2Fj.cageo.2022.105098&partnerID=40&md5=25634fb259f37e3a8b17dd68780deeab,00983004,0080328105; 0080302483,CGEOD,Article,Final,All Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85126290347,2-s2.0-85126290347,Q1,title,"['57193621526', '57217028107', '55872162200', '57214259358', '57188985692', '57486978300', '22937834800', '57200615582', '56711038800', '57486641300', '57486978400']",55872162200,MAURO ANTONIO MAZA CHAMORRO,T00044492,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Rivillas-Ospina, G.; Casas, D.; Maza-Chamorro, M.A.; Bolívar, M.; Ruiz-Martinez, G.; Guerrero, R.; Horrillo-Caraballo, J.M.; Guerrero, M.; Díaz-Martínez, K.; Rio, R.D.; Campos, E.","Rivillas-Ospina, Germán Daniel (57193621526); Casas, Diego A. (57217028107); Maza-Chamorro, Mauro Antonio (55872162200); Bolívar, Marianella (57214259358); Ruiz-Martinez, Gabriel (57188985692); Guerrero, Roberto (57486978300); Horrillo-Caraballo, José M. (22937834800); Guerrero, Milton (57200615582); Díaz-Martínez, Karina S. (56711038800); Rio, Roberto Del (57486641300); Campos, Erick (57486978400)",57193621526; 57217028107; 55872162200; 57214259358; 57188985692; 57486978300; 22937834800; 57200615582; 56711038800; 57486641300; 57486978400,APPMAR 1.0: A Python application for downloading and analyzing of WAVEWATCH III® wave and wind data,2022,Computers and Geosciences,162,,105098,,,9,10.1016/j.cageo.2022.105098,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126290347&doi=10.1016%2Fj.cageo.2022.105098&partnerID=40&md5=25634fb259f37e3a8b17dd68780deeab,00983004,0080328105; 0080302483,CGEOD,Article,Final,All Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85126290347,2-s2.0-85126290347,Q1,title,"['57193621526', '57217028107', '55872162200', '57214259358', '57188985692', '57486978300', '22937834800', '57200615582', '56711038800', '57486641300', '57486978400']",57200615582,MILTON CESAR GUERRERO PAJARO,T00040553,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Araujo-Martínez, D.; Segrera-Castilla, M.; Jiménez-Castilla, T.","Araujo-Martínez, Dalel (57655769900); Segrera-Castilla, Michael (57220069921); Jiménez-Castilla, Tania I. (57204842254)",57655769900; 57220069921; 57204842254,Labour Informality in Colombia's 13 Cities and Metropolitan Areas between 2019-2020; Informalidad laboral en 13 ciudades y áreas metropolitanas de Colombia (2019-2020),2022,Revista de Economia Mundial,2022,60,,245,265,2,10.33776/rem.v0i60.5532,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129092120&doi=10.33776%2Frem.v0i60.5532&partnerID=40&md5=7b45779a585d64c67da6167658a29e46,15760162,,,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85129092120,2-s2.0-85129092120,Q2,issn,"['57655769900', '57220069921', '57204842254']",57204842254,TANIA ISABEL JIMENEZ CASTILLA,T00019354,"ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD"
"Bernhofen, M.V.; Cooper, S.; Trigg, M.; Mdee, A.; Carr, A.; Bhave, A.; Solano-Correa, Y.T.; Pencue-Fierro, E.L.; Teferi, E.; Haile, A.T.; Yusop, Z.; Alias, N.E.; Sa'adi, Z.; Bin Ramzan, M.A.; Dhanya, C.T.; Shukla, P.","Bernhofen, Mark V. (57201371429); Cooper, Sarah (54786293400); Trigg, Mark A. (27468024100); Mdee, Anna L. (26640577600); Carr, Andrew B. (57210206389); Bhave, Ajay Gajanan (55584569800); Solano-Correa, Yady Tatiana (57156565000); Pencue-Fierro, Edgar Leonairo (8219013500); Teferi, Ermias (59244391700); Haile, Alemseged Tamiru (58868850500); Yusop, Zulkifli Bin (6507841909); Alias, Nor Eliza (55583417300); Sa'adi, Zulfaqar (57294796900); Bin Ramzan, Muhamad Anwar (57718564200); Dhanya, C. T. (26421157000); Shukla, Prabhakar (56921279300)",57201371429; 54786293400; 27468024100; 26640577600; 57210206389; 55584569800; 57156565000; 8219013500; 59244391700; 58868850500; 6507841909; 55583417300; 57294796900; 57718564200; 26421157000; 56921279300,The Role of Global Data Sets for Riverine Flood Risk Management at National Scales,2022,Water Resources Research,58,4,e2021WR031555,,,34,10.1029/2021WR031555,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130997805&doi=10.1029%2F2021WR031555&partnerID=40&md5=c3b14c32c48661c3cd4741c65119a242,00431397,,WRERA,Article,Final,All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85130997805,2-s2.0-85130997805,Q1,issn,"['57201371429', '54786293400', '27468024100', '26640577600', '57210206389', '55584569800', '57156565000', '8219013500', '59244391700', '58868850500', '6507841909', '55583417300', '57294796900', '57718564200', '26421157000', '56921279300']",57156565000,YADY TATIANA SOLANO CORREA,T00076376,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Sajona, J.; Velilla-Díaz, W.; Fábregas Villegas, J.; Palencia Díaz, A.","Sajona, Jefferson (57552245500); Velilla-Díaz, Wilmer (57208803496); Fábregas Villegas, Jonathan (57353034200); Palencia Díaz, Argemiro (56801043600)",57552245500; 57208803496; 57353034200; 56801043600,FUZZY GAIN SCHEDULING: COMPARISON OF THE CONTROL STRATEGY,2022,Journal of Engineering Science and Technology,17,2,,1356,1368,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127201999&partnerID=40&md5=9dedb87546ce45fcff53dcf2a2e483e2,18234690,,,Article,Final,,Scopus,2-s2.0-85127201999,2-s2.0-85127201999,Q3,issn,"['57552245500', '57208803496', '57353034200', '56801043600']",56801043600,ARGEMIRO PALENCIA DIAZ,T00069460,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Pagnola, M.R.; Barceló, F.; Useche, J.","Pagnola, Marcelo R. (14012202200); Barceló, Francisco (58823144600); Useche, J. F. (24537991200)",14012202200; 58823144600; 24537991200,Crack Formation in Chill Block Melt Spinning Solidification Process: A Comparative Analysis Using OpenFOAM®,2022,JOM,74,4,,1477,1484,0,10.1007/s11837-021-05105-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122751039&doi=10.1007%2Fs11837-021-05105-y&partnerID=40&md5=42cb0d023446824fd68a6153dd6abbde,10474838,,JOMME,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85122751039,2-s2.0-85122751039,Q2,issn,"['14012202200', '58823144600', '24537991200']",24537991200,JAIRO FRANCISCO USECHE VIVERO,T00009693,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Pérez-Morón, J.M.","Pérez-Morón, James (57322375300)",57322375300,"Eleven years of cyberattacks on Chinese supply chains in an era of cyber warfare, a review and future research agenda",2022,Journal of Asia Business Studies,16,2,,371,395,14,10.1108/JABS-11-2020-0444,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118436746&doi=10.1108%2FJABS-11-2020-0444&partnerID=40&md5=3c385e8dc93d92ab2ea5cec3d25f2e94,15587894,,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85118436746,2-s2.0-85118436746,Q1,issn,['57322375300'],57322375300,JAMES MANUEL PEREZ MORON,T00038378,"ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD"
"de León-Barrios, R.; Penã-Rodríguez, J.; Sanabria-Gómez, J.D.; Vásquez-Ramírez, A.; Calderón-Ardila, R.; Sarmiento-Cano, C.; Vesga-Ramírez, A.; Sierra-Porta, D.; Suárez-Durán, M.; Asorey, H.; Núñez, L.A.","de León-Barrios, R. (57353588200); Penã-Rodríguez, Jésus (57110339100); Sanabria-Gómez, José David (57223208380); Vásquez-Ramírez, Adriana (57204527427); Calderón-Ardila, R. (57217101274); Sarmiento-Cano, C. Camilo (57110452900); Vesga-Ramírez, Alejandra (57219527685); Sierra-Porta, D. (57191333650); Suárez-Durán, Mauricio (53863979400); Asorey, Hernan G. (35276880300); Núñez, L. A. (7102162793)",57353588200; 57110339100; 57223208380; 57204527427; 57217101274; 57110452900; 57219527685; 57191333650; 53863979400; 35276880300; 7102162793,Muography for the Colombian Volcanoes,2022,Proceedings of Science,395,,280,,,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143782279&partnerID=40&md5=d3677a8ed896834085da070a4db1f207,,,,Conference paper,Final,,Scopus,2-s2.0-85143782279,2-s2.0-85143782279,SQ,none,"['57353588200', '57110339100', '57223208380', '57204527427', '57217101274', '57110452900', '57219527685', '57191333650', '53863979400', '35276880300', '7102162793']",57191333650,DAVID SIERRA PORTA,T00069449,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Narváez, A.; Useche, J.","Narváez, Alexander J. (57224404584); Useche, J. F. (24537991200)",57224404584; 24537991200,A new radial basis integration method applied to the boundary element analysis of 2D scalar wave equations,2022,Engineering Analysis with Boundary Elements,136,,,77,92,6,10.1016/j.enganabound.2021.12.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122623179&doi=10.1016%2Fj.enganabound.2021.12.005&partnerID=40&md5=b34df7a490c3d436158286ff27e53f8d,09557997,,EABAE,Article,Final,,Scopus,2-s2.0-85122623179,2-s2.0-85122623179,Q1,title,"['57224404584', '24537991200']",24537991200,JAIRO FRANCISCO USECHE VIVERO,T00009693,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Vázquez-Miraz, P.V.; Medina-Reyes, M.F.M.; Quintana, C.A.P.; Socha, M.E.R.","Vázquez-Miraz, Pedro (57196040759); Medina-Reyes, María Fernanda (57221229836); Quintana, Camilo Pastrana (59496591200); Socha, María Eugenia Rincón (57540406200)",57196040759; 57221229836; 59496591200; 57540406200,Sex Role Ideology of Students in a Colombian Engineering Faculty; Ideología de Roles Sexuales de Estudiantes en una Facultad de Ingeniería Colombiana,2022,Masculinities and Social Change,11,1,,1,25,3,10.17583/MCS.8345,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149210271&doi=10.17583%2FMCS.8345&partnerID=40&md5=e20d09e4a97c1c95cada88f612cecad2,,,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85149210271,2-s2.0-85149210271,Q3,title,"['57196040759', '57221229836', '59496591200', '57540406200']",57196040759,PEDRO VAZQUEZ MIRAZ,T00052721,"ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD"
"Vázquez-Miraz, P.V.; Medina-Reyes, M.F.M.; Quintana, C.A.P.; Socha, M.E.R.","Vázquez-Miraz, Pedro (57196040759); Medina-Reyes, María Fernanda (57221229836); Quintana, Camilo Pastrana (59496591200); Socha, María Eugenia Rincón (57540406200)",57196040759; 57221229836; 59496591200; 57540406200,Sex Role Ideology of Students in a Colombian Engineering Faculty; Ideología de Roles Sexuales de Estudiantes en una Facultad de Ingeniería Colombiana,2022,Masculinities and Social Change,11,1,,1,25,3,10.17583/MCS.8345,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149210271&doi=10.17583%2FMCS.8345&partnerID=40&md5=e20d09e4a97c1c95cada88f612cecad2,,,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85149210271,2-s2.0-85149210271,Q3,title,"['57196040759', '57221229836', '59496591200', '57540406200']",57221229836,MARIA FERNANDA MEDINA REYES,T00015391,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Romero, L.A.; Marrugo, A.G.; Millán, M.S.","Romero, Lenny A. (36142156300); Marrugo, Andrés G. (24329839300); Millán, María S. (7201466399)",36142156300; 24329839300; 7201466399,Trade-Off Asymmetric Profile for Extended-Depth-of-Focus Ocular Lens,2022,Photonics,9,2,119,,,3,10.3390/photonics9020119,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125131884&doi=10.3390%2Fphotonics9020119&partnerID=40&md5=dee8af3913c1d2ef50d0d2f86395a556,,,,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85125131884,2-s2.0-85125131884,Q2,title,"['36142156300', '24329839300', '7201466399']",36142156300,LENNY ALEXANDRA ROMERO PEREZ,T00000080,CIENCIAS BÁSICAS
"Romero, L.A.; Marrugo, A.G.; Millán, M.S.","Romero, Lenny A. (36142156300); Marrugo, Andrés G. (24329839300); Millán, María S. (7201466399)",36142156300; 24329839300; 7201466399,Trade-Off Asymmetric Profile for Extended-Depth-of-Focus Ocular Lens,2022,Photonics,9,2,119,,,3,10.3390/photonics9020119,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125131884&doi=10.3390%2Fphotonics9020119&partnerID=40&md5=dee8af3913c1d2ef50d0d2f86395a556,,,,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85125131884,2-s2.0-85125131884,Q2,title,"['36142156300', '24329839300', '7201466399']",24329839300,ANDRES GUILLERMO MARRUGO HERNANDEZ,T00013767,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Venegas, R.; Torres, A.; Rueda, A.M.; Morales, M.A.; Arias Tapia, M.J.; Porras, A.","Venegas, Ramiro (57461036700); Torres, Andres (57461036800); Rueda, Ana M. (57460894100); Morales, Maria A. (57222748556); Arias Tapia, Mary Judith (57219403758); Porras, Alicia (37052662900)",57461036700; 57461036800; 57460894100; 57222748556; 57219403758; 37052662900,Development and Characterization of Plantain (Musa paradisiaca) Flour-Based Biopolymer Films Reinforced with Plantain Fibers,2022,Polymers,14,4,748,,,23,10.3390/polym14040748,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125011752&doi=10.3390%2Fpolym14040748&partnerID=40&md5=33d2ecaba5bed27b1d87b522dafb5cb8,,,,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85125011752,2-s2.0-85125011752,Q1,title,"['57461036700', '57461036800', '57460894100', '57222748556', '57219403758', '37052662900']",57219403758,MARY JUDITH ARIAS TAPIA,T00028098,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Acevedo-Barrios, R.; Rubiano-Labrador, C.; Miranda-Castro, W.","Acevedo-Barrios, R. L. (56674579200); Rubiano-Labrador, Carolina (55649334800); Miranda-Castro, Wendy (57193857478)",56674579200; 55649334800; 57193857478,Presence of perchlorate in marine sediments from Antarctica during 2017–2020,2022,Environmental Monitoring and Assessment,194,2,102,,,10,10.1007/s10661-022-09765-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123030427&doi=10.1007%2Fs10661-022-09765-4&partnerID=40&md5=7284d07c6b353c020a3de76bf8ba42c4,01676369,,EMASD,Article,Final,,Scopus,2-s2.0-85123030427,2-s2.0-85123030427,Q2,issn,"['56674579200', '55649334800', '57193857478']",56674579200,ROSA LEONOR ACEVEDO BARRIOS,T00020729,CIENCIAS BÁSICAS
"Acevedo-Barrios, R.; Rubiano-Labrador, C.; Miranda-Castro, W.","Acevedo-Barrios, R. L. (56674579200); Rubiano-Labrador, Carolina (55649334800); Miranda-Castro, Wendy (57193857478)",56674579200; 55649334800; 57193857478,Presence of perchlorate in marine sediments from Antarctica during 2017–2020,2022,Environmental Monitoring and Assessment,194,2,102,,,10,10.1007/s10661-022-09765-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123030427&doi=10.1007%2Fs10661-022-09765-4&partnerID=40&md5=7284d07c6b353c020a3de76bf8ba42c4,01676369,,EMASD,Article,Final,,Scopus,2-s2.0-85123030427,2-s2.0-85123030427,Q2,issn,"['56674579200', '55649334800', '57193857478']",55649334800,DIANA CAROLINA RUBIANO LABRADOR,T00049553,CIENCIAS BÁSICAS
"Acevedo, J.M.","Acevedo, Jeovanny Muentes (57350116000)",57350116000,Genericity of Continuous Maps with Positive Metric Mean Dimension,2022,Results in Mathematics,77,1,2,,,7,10.1007/s00025-021-01513-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118724070&doi=10.1007%2Fs00025-021-01513-3&partnerID=40&md5=8c6c844910cb73bc56ac7584a5d6b075,14226383,,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85118724070,2-s2.0-85118724070,Q1,issn,['57350116000'],57350116000,JEOVANNY DE JESUS MUENTES ACEVEDO,T00055760,CIENCIAS BÁSICAS
"Jiménez, V.B.; Arraut, L.; Sands, Y.; Jiménez, J.; Juan, J.S.","Jiménez, Vanessa Bustillo (58154720500); Arraut, Luis Carlos (58153979500); Sands, Yaneth (58154273000); Jiménez, Juan (58154273100); Juan, Jaderling San (58154425200)",58154720500; 58153979500; 58154273000; 58154273100; 58154425200,Project 'Changes',2022,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",2022-December,,,,,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150741367&partnerID=40&md5=ec3ba0d91437ae7b06cb95bd2eed70f2,,9780999344316; 9786289520743; 9780999344361; 9789585207196; 9786289661309; 9780999344309; 9789585207189; 9789585207141; 9786289520774; 9786289520705,,Conference paper,Final,,Scopus,2-s2.0-85150741367,2-s2.0-85150741367,SQ,none,"['58154720500', '58153979500', '58154273000', '58154273100', '58154425200']",58153979500,LUIS CARLOS ARRAUT CAMARGO,T00000062,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Aguiler, J.M.; Arraut, L.; Sarmiento, E.G.; Castro, R.D.P.; Cañarete, M.J.A.; Ospino, M.C.V.","Aguiler, Juliana Mancipe (58153854500); Arraut, Luis Carlos (58153979500); Sarmiento, Estefany García (58153854600); Castro, Richard David Perez (58154723800); Cañarete, Maria Jose Alcala (58154276000); Ospino, Maria Camila Valdelamar (58153995600)",58153854500; 58153979500; 58153854600; 58154723800; 58154276000; 58153995600,Ecotourism and green walks,2022,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",2022-December,,,,,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150727905&partnerID=40&md5=9570b7a0a8e872a2ea6f9aaae4762919,,9780999344316; 9786289520743; 9780999344361; 9789585207196; 9786289661309; 9780999344309; 9789585207189; 9789585207141; 9786289520774; 9786289520705,,Conference paper,Final,,Scopus,2-s2.0-85150727905,2-s2.0-85150727905,SQ,none,"['58153854500', '58153979500', '58153854600', '58154723800', '58154276000', '58153995600']",58153979500,LUIS CARLOS ARRAUT CAMARGO,T00000062,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Segovia, T.R.; Arraut, L.; Yepes, N.A.P.; Solipa, D.S.C.; Miranda, D.A.M.; Olivo, M.C.L.","Segovia, Thalía Romero (58154564100); Arraut, Luis Carlos (58153979500); Yepes, Nicole Andrea Peinado (58154707800); Solipa, Daniel Salomón Cañizares (58153839300); Miranda, Daniela Andrea Mendoza (58153839400); Olivo, María Carolina Llano (58154564200)",58154564100; 58153979500; 58154707800; 58153839300; 58153839400; 58154564200,Applications that promote ecological and lifestyle habits for both people and companies; Definición del problema,2022,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",2022-December,,,,,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150721667&partnerID=40&md5=ce6970aa837df53871babe7b21e536ac,,9780999344316; 9786289520743; 9780999344361; 9789585207196; 9786289661309; 9780999344309; 9789585207189; 9789585207141; 9786289520774; 9786289520705,,Conference paper,Final,,Scopus,2-s2.0-85150721667,2-s2.0-85150721667,SQ,none,"['58154564100', '58153979500', '58154707800', '58153839300', '58153839400', '58154564200']",58153979500,LUIS CARLOS ARRAUT CAMARGO,T00000062,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Quiroga, V.; Arraut, L.; Guzmán, M.; Orozco, N.; Lázaro, S.; Velásquez, F.W.","Quiroga, Valentina (58154710700); Arraut, Luis Carlos (58153979500); Guzmán, Mariana (58154414000); Orozco, Nataly (58154130400); Lázaro, Sebastián (58154414100); Velásquez, Frank William (58154414200)",58154710700; 58153979500; 58154414000; 58154130400; 58154414100; 58154414200,Student Entrepreneurship and Innovation Competition,2022,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",2022-December,,,,,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150718992&partnerID=40&md5=8c52b93005c82fc03835da3cb62bf889,,9780999344316; 9786289520743; 9780999344361; 9789585207196; 9786289661309; 9780999344309; 9789585207189; 9789585207141; 9786289520774; 9786289520705,,Conference paper,Final,,Scopus,2-s2.0-85150718992,2-s2.0-85150718992,SQ,none,"['58154710700', '58153979500', '58154414000', '58154130400', '58154414100', '58154414200']",58153979500,LUIS CARLOS ARRAUT CAMARGO,T00000062,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"García, M.A.R.; Arraut, L.; Ortiz, V.E.; Arroyo, A.L.; Guzman, D.N.","García, Miguel Angel Rosales (57200295911); Arraut, Luis Carlos (58153979500); Ortiz, Valeria Espitia (58153852200); Arroyo, Alanis Lozano (58153993400); Guzman, Daniella Narvaez (58154425300)",57200295911; 58153979500; 58153852200; 58153993400; 58154425300,Sustainable restaurants,2022,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",2022-December,,,,,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150712245&partnerID=40&md5=b58f313ea4d3093a3de6e2faef7f0790,,9780999344316; 9786289520743; 9780999344361; 9789585207196; 9786289661309; 9780999344309; 9789585207189; 9789585207141; 9786289520774; 9786289520705,,Conference paper,Final,,Scopus,2-s2.0-85150712245,2-s2.0-85150712245,SQ,none,"['57200295911', '58153979500', '58153852200', '58153993400', '58154425300']",58153979500,LUIS CARLOS ARRAUT CAMARGO,T00000062,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Urueta, J.C.; Arraut, L.; Durán, K.B.; Rios, C.O.; Monsalve, J.M.R.","Urueta, José Caro (58154423700); Arraut, Luis Carlos (58153979500); Durán, Katheryn Bustillo (58154718800); Rios, Christian Orozco (58153850600); Monsalve, José Miguel Rodriguez (58154575200)",58154423700; 58153979500; 58154718800; 58153850600; 58154575200,Enhanced wereable devices for medical monitoring and tracking,2022,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",2022-December,,,,,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150703157&partnerID=40&md5=d0a45138cb0f987a111fc58b450650ca,,9780999344316; 9786289520743; 9780999344361; 9789585207196; 9786289661309; 9780999344309; 9789585207189; 9789585207141; 9786289520774; 9786289520705,,Conference paper,Final,,Scopus,2-s2.0-85150703157,2-s2.0-85150703157,SQ,none,"['58154423700', '58153979500', '58154718800', '58153850600', '58154575200']",58153979500,LUIS CARLOS ARRAUT CAMARGO,T00000062,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"López-López, W.; León, D.C.R.; García-Padilla, D.; Çakal, H.; Abitbol, P.; Pineda, C.; Rocha, D.; Rivera, M.J.R.; Duarte Osorio, A.F.G.","López-López, Wilson (7004217890); León, Diana Carolina Rubio (56491243500); García-Padilla, Dennys (58145290800); Çakal, Huseyin (54412008600); Abitbol, Pablo (58145499200); Pineda, Claudia (58145290900); Rocha, Daniela (58145697500); Rivera, María Juliana Reyes (58145499300); Duarte Osorio, Andrés Felipe Guzmán (57211665680)",7004217890; 56491243500; 58145290800; 54412008600; 58145499200; 58145290900; 58145697500; 58145499300; 57211665680,Measuring Mental Health Indicators of Armed Conflict Population in Colombia: Scoping Review; Medición de indicadores de salud mental de población en contexto de conflicto armado en Colombia: revisión de alcance,2022,Universitas Psychologica,21,,,,,4,10.11144/Javeriana.upsy21.mism,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150245850&doi=10.11144%2FJaveriana.upsy21.mism&partnerID=40&md5=3d947d246f2f9e519ced8b19a057d625,16579267,,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85150245850,2-s2.0-85150245850,Q4,issn,"['7004217890', '56491243500', '58145290800', '54412008600', '58145499200', '58145290900', '58145697500', '58145499300', '57211665680']",58145499200,PABLO GUSTAVO SALOMO ABITBOL PINEIRO,T00028062,"ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD"
"Fajardo Cuadro, J.; Negrette, C.; Cardona, C.; Yabrudy, D.; Barreto, D.","Fajardo Cuadro, Juan Gabriel (56581610900); Negrette, Camilo (57449143900); Cardona, Camilo (57214332256); Yabrudy, Daniel (57222075738); Barreto, Deibys (57190756815)",56581610900; 57449143900; 57214332256; 57222075738; 57190756815,MAINTENANCE CENTERED ON EXERGY AND EXERGOECONOMIC INDICATORS OF A PREHEAT TRAIN OF A CRUDE OIL DISTILLATION UNIT,2022,,6,,V006T08A042,,,0,10.1115/IMECE2022-90041,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148487421&doi=10.1115%2FIMECE2022-90041&partnerID=40&md5=3c0a791bf6d264eb74a0d4fc65b612e5,,9780791818473; 9780791884508; 9780791887660; 9780791886663; 9780791818268; 9780791887653; 9780791884515; 9780791888698; 9780791852026; 9780791886700,,Conference paper,Final,,Scopus,2-s2.0-85148487421,2-s2.0-85148487421,SQ,none,"['56581610900', '57449143900', '57214332256', '57222075738', '57190756815']",56581610900,JUAN GABRIEL FAJARDO CUADRO,T00007524,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Fajardo Cuadro, J.; Ramírez-León, H.; Barreto, D.; Rico, C.; Cardona, C.","Fajardo Cuadro, Juan Gabriel (56581610900); Ramírez-León, Hermes (57210894557); Barreto, Deibys (57190756815); Rico, Carlos (58110160000); Cardona, Camilo (57214332256)",56581610900; 57210894557; 57190756815; 58110160000; 57214332256,ENERGY EFFICIENCY CONDITION-BASED MAINTENANCE METHODOLOGY FOR COMPUTER ROOM AIR CONDITIONERS,2022,,6,,V006T08A043,,,0,10.1115/IMECE2022-91987,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148486625&doi=10.1115%2FIMECE2022-91987&partnerID=40&md5=60d53d56ad2d46e4e32b4c240e6fbfda,,9780791818473; 9780791884508; 9780791887660; 9780791886663; 9780791818268; 9780791887653; 9780791884515; 9780791888698; 9780791852026; 9780791886700,,Conference paper,Final,,Scopus,2-s2.0-85148486625,2-s2.0-85148486625,SQ,none,"['56581610900', '57210894557', '57190756815', '58110160000', '57214332256']",56581610900,JUAN GABRIEL FAJARDO CUADRO,T00007524,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
