"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Vargas-Chaves, I.; Acevedo-Caicedo, F.; Salgado-Figueroa, E.S.","Vargas-Chaves, Iván (57188579768); Acevedo-Caicedo, Francisco J. (57220187377); Salgado-Figueroa, Eduardo (57220184757)","57188579768; 57220187377; 57220184757","Rural cooperatives: An opportunity to rethink the role of the State in the face of seed regulation effects in Colombia; Las cooperativas rurales: Una oportunidad para repensar el rol del Estado frente a los impactos de la regulación de semillas en Colombia","2020","Boletin de la Asociacion Internacional de Derecho Cooperativo","","57","","391","409","0","6","10.18543/BAIDC-57-2020PP391-408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097150868&doi=10.18543%2FBAIDC-57-2020PP391-408&partnerID=40&md5=cfed18d7199e3008dbbf4663a755eb6e","Review","Final","","Scopus","2-s2.0-85097150868"
"Montoya Giraldo, O.D.; Gil-González, W.; Dominguez-Jimenez, J.A.; Molina-Cabrera, A.; Giral, D.A.","Montoya Giraldo, Oscar Danilo (56919564100); Gil-González, Walter Julian (57191493648); Dominguez-Jimenez, J. A. (56682770100); Molina-Cabrera, A. (55942766500); Giral, Diego Armando (36975442100)","56919564100; 57191493648; 56682770100; 55942766500; 36975442100","Global stabilization of a reaction wheel pendulum: A discrete-inverse optimal formulation approach via a control lyapunov function","2020","Symmetry","12","11","1771","1","13","0","3","10.3390/sym12111771","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094158788&doi=10.3390%2Fsym12111771&partnerID=40&md5=da91328844836c6f366a2726465eb577","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85094158788"
"Lozano, H.; Raes, M.; Vargas, J.J.; Ballieu, A.; Grajales, H.; Manrique, C.; Beckers, J.F.; Kirschvink, N.","Lozano, Harvey (57202095307); Raes, Marianne (35105671200); Vargas, Jimmy J. (57219024558); Ballieu, Amelie (57219026368); Grajales, Henry A. (14833905000); Manrique, Carlos Cohen (36909258600); Beckers, Jeane François (7102969762); Kirschvink, Nathalie A. (6603883565)","57202095307; 35105671200; 57219024558; 57219026368; 14833905000; 36909258600; 7102969762; 6603883565","Onset of puberty and regularity of oestral cycles in ewe lambs of four breeds under high-altitude conditions in a non-seasonal country","2020","Tropical Animal Health and Production","52","6","","3395","3402","0","5","10.1007/s11250-020-02372-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091114715&doi=10.1007%2Fs11250-020-02372-w&partnerID=40&md5=1207478d375cb69282331240bab0c878","Article","Final","","Scopus","2-s2.0-85091114715"
"Díaz-Mendoza, C.; Mouthón-Bello, J.; Pérez-Herrera, N.L.; Escobar-Díaz, S.M.","Díaz-Mendoza, Claudia (55258973100); Mouthón-Bello, Javier A. (8693393400); Pérez-Herrera, Natalia Lucia (57218482617); Escobar-Díaz, Stephanie María (57218481547)","55258973100; 8693393400; 57218482617; 57218481547","Plastics and microplastics, effects on marine coastal areas: a review","2020","Environmental Science and Pollution Research","27","32","","39913","39922","0","64","10.1007/s11356-020-10394-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089298654&doi=10.1007%2Fs11356-020-10394-y&partnerID=40&md5=91c71e084ddc24341fd53f5bcbf841ad","Review","Final","","Scopus","2-s2.0-85089298654"
"Ariza, H.; Martinez-Santos, J.C.; Payares, E.D.; Medina-Reyes, M.F.M.; Dominguez-Jimenez, J.A.; Campillo, J.","Ariza, H. (59967742900); Martinez-Santos, Juan Carlos (26325154200); Payares, Esteban (57221228272); Medina-Reyes, María Fernanda (57221229836); Dominguez-Jimenez, J. A. (56682770100); Campillo, Javier E. (55609096600)","59967742900; 26325154200; 57221228272; 57221229836; 56682770100; 55609096600","A blockchain solution for operational parameters monitoring platform for DC microgrids","2020","","","","9272035","","","0","7","10.1109/ANDESCON50619.2020.9272035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098587188&doi=10.1109%2FANDESCON50619.2020.9272035&partnerID=40&md5=e7845d978cb02ef3f8fd5469279be30e","Conference paper","Final","","Scopus","2-s2.0-85098587188"
"Gil-González, W.; Serra, F.; Dominguez-Jimenez, J.A.; Campillo, J.; Montoya Giraldo, O.D.","Gil-González, Walter Julian (57191493648); Serra, Federico M. (37104976300); Dominguez-Jimenez, J. A. (56682770100); Campillo, Javier E. (55609096600); Montoya Giraldo, Oscar Danilo (56919564100)","57191493648; 37104976300; 56682770100; 55609096600; 56919564100","Predictive power control for electric vehicle charging applications","2020","","","","9272192","","","0","3","10.1109/ANDESCON50619.2020.9272192","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098571619&doi=10.1109%2FANDESCON50619.2020.9272192&partnerID=40&md5=212696f1d77e43f5fd4b6f248f457a79","Conference paper","Final","","Scopus","2-s2.0-85098571619"
"Paternina, C.; Arnedo, R.; Dominguez-Jimenez, J.A.; Campillo, J.","Paternina, C. (57221230575); Arnedo, Rafael (57221226110); Dominguez-Jimenez, J. A. (56682770100); Campillo, Javier E. (55609096600)","57221230575; 57221226110; 56682770100; 55609096600","LoRAWAN network coverage testing design using open-source low-cost hardware","2020","","","","9272128","","","0","4","10.1109/ANDESCON50619.2020.9272128","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098566943&doi=10.1109%2FANDESCON50619.2020.9272128&partnerID=40&md5=cb37bc906d35287a38fca0b5bc37256b","Conference paper","Final","","Scopus","2-s2.0-85098566943"
"Mendoza Castellanos, L.S.; Galindo Noguera, A.L.; Gutierrez, E.I.; Carrillo Caballero, G.E.; Silva Lora, E.E.; Melian Cobas, V.R.","Mendoza Castellanos, Luis Sebastian (57193169160); Galindo Noguera, Ana Lisbeth (56002365900); Gutierrez, Elkin I. (57195591098); Carrillo Caballero, Gaylord Enrique (57193171659); Silva Lora, Electo Eduardo (35606579500); Melian Cobas, Vladimir Rafael (6504307714)","57193169160; 56002365900; 57195591098; 57193171659; 35606579500; 6504307714","Mathematical modeling of a system composed of parabolic trough solar collectors integrated with a hydraulic energy storage system","2020","Energy","208","","118255","","","0","11","10.1016/j.energy.2020.118255","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087873960&doi=10.1016%2Fj.energy.2020.118255&partnerID=40&md5=d4562f948eca3b038eb31fe93b055b99","Article","Final","","Scopus","2-s2.0-85087873960"
"Sierra-Porta, D.","Sierra-Porta, D. (57191333650)","57191333650","Analytic Approximations to Liénard Nonlinear Oscillators with Modified Energy Balance Method","2020","Journal of Vibration Engineering and Technologies","8","5","","713","720","0","5","10.1007/s42417-019-00170-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071469205&doi=10.1007%2Fs42417-019-00170-9&partnerID=40&md5=ccac2b5d8ad9143bd2e941fc3609fc8c","Article","Final","","Scopus","2-s2.0-85071469205"
"Acosta, A.D.M.; Sanchez-Hernandez, S.; Henao, J.C.G.","Acosta, Alex David Morales (57209252640); Sanchez-Hernandez, Sergio A. (57220070743); Henao, Julio C.Gonzalez (57220931008)","57209252640; 57220070743; 57220931008","Augmented Reality as Didactic Strategy for Facilitate the Learning of the Solar System","2020","","","","9256839","","","0","0","10.1109/GMAX49668.2020.9256839","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097892681&doi=10.1109%2FGMAX49668.2020.9256839&partnerID=40&md5=8ab5579db93aa722058729d22edd288a","Conference paper","Final","","Scopus","2-s2.0-85097892681"
"Vargas, A.J.O.; Serrano, J.E.; Acuña, L.C.; Martinez-Santos, J.C.","Vargas, Alvaro Jose Ortega (57220932136); Serrano, Jairo E. (57220927199); Acuña, Leonardo Castellanos (57220920906); Martinez-Santos, Juan Carlos (26325154200)","57220932136; 57220927199; 57220920906; 26325154200","Path Planning for Non-Playable Characters in Arcade Video Games using the Wavefront Algorithm","2020","","","","9256835","","","0","6","10.1109/GMAX49668.2020.9256835","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097882464&doi=10.1109%2FGMAX49668.2020.9256835&partnerID=40&md5=a61d785ab379a7fd12762e6c0eb973d2","Conference paper","Final","","Scopus","2-s2.0-85097882464"
"Vázquez-Miraz, P.; Rentería, C.; Martínez, M.J.; Zapata, K.","Vázquez-Miraz, Pedro (57196040759); Rentería, Camila (57219711167); Martínez, María José (57219715744); Zapata, Katherine (57219712411)","57196040759; 57219711167; 57219715744; 57219712411","Main difficulties of novel university students when preparing a scientific text; Principales dificultades del alumnado universitario novel a la hora de elaborar un texto científico","2020","Tejuelo. Didactica de la Lengua y la Literatura. Educacion","32","","","117","146","0","8","10.17398/1988-8430.32.117","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094890731&doi=10.17398%2F1988-8430.32.117&partnerID=40&md5=e718ad6a23b875c90f9f98e8b3adcf4c","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85094890731"
"Penã-Rodríguez, J.; Pisco-Guabave, J.; Sierra-Porta, D.; Suárez-Durán, M.; Arenas-Flórez, M.; Pérez-Archila, L.M.; Sanabria-Gómez, J.D.; Asorey, H.; Núñez, L.A.","Penã-Rodríguez, Jésus (57110339100); Pisco-Guabave, J. (57219416102); Sierra-Porta, D. (57191333650); Suárez-Durán, Mauricio (53863979400); Arenas-Flórez, M. (57219414972); Pérez-Archila, Luis Miguel (57219411853); Sanabria-Gómez, José David (57223208380); Asorey, Hernan G. (35276880300); Núñez, L. A. (7102162793)","57110339100; 57219416102; 57191333650; 53863979400; 57219414972; 57219411853; 57223208380; 35276880300; 7102162793","Design and construction of MuTe: a hybrid Muon Telescope to study Colombian volcanoes","2020","Journal of Instrumentation","15","9","P09006","","","0","17","10.1088/1748-0221/15/09/P09006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092651606&doi=10.1088%2F1748-0221%2F15%2F09%2FP09006&partnerID=40&md5=d46386c031253c52a107335c91caa574","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85092651606"
"Dominguez-Jimenez, J.A.; Campillo, J.; Montoya Giraldo, O.D.; Delahoz-Domínguez, E.; Hernandez, J.C.","Dominguez-Jimenez, J. A. (56682770100); Campillo, Javier E. (55609096600); Montoya Giraldo, Oscar Danilo (56919564100); Delahoz-Domínguez, Enrique J. (57220073247); Hernandez, Jesus C. (55457479000)","56682770100; 55609096600; 56919564100; 57220073247; 55457479000","Seasonality effect analysis and recognition of charging behaviors of electric vehicles: A data science approach","2020","Sustainability (Switzerland)","12","18","7769","","","0","24","10.3390/SU12187769","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092412904&doi=10.3390%2FSU12187769&partnerID=40&md5=387b97bcb862cffaea36c56b8c013e21","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85092412904"
"Marrugo, A.G.; Gao, F.; Zhang, S.","Marrugo, Andrés G. (24329839300); Gao, Feng (36819040800); Zhang, Song (12761761100)","24329839300; 36819040800; 12761761100","State-of-the-art active optical techniques for three-dimensional surface metrology: a review [Invited]","2020","Journal of the Optical Society of America A: Optics and Image Science, and Vision","37","9","","B60","B77","0","210","10.1364/JOSAA.398644","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090338687&doi=10.1364%2FJOSAA.398644&partnerID=40&md5=b394dfca6cc791efa947000903927d44","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85090338687"
"Toro-González, D.; Cantillo, V.; Cantillo-Garcia, V.","Toro-González, Daniel (56380539800); Cantillo, Víctor (8273409900); Cantillo-Garcia, Víctor A. (57216917383)","56380539800; 8273409900; 57216917383","Factors influencing demand for public transport in Colombia","2020","Research in Transportation Business and Management","36","","100514","","","0","31","10.1016/j.rtbm.2020.100514","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086774191&doi=10.1016%2Fj.rtbm.2020.100514&partnerID=40&md5=20ec7a5a7dd4036addbbe2e2d4023f1a","Article","Final","","Scopus","2-s2.0-85086774191"
"Santoya-Montes, Y.; Gutiérrez-Ruiz, K.; Zequeira Cotes, R.; Puentes-Rozo, P.","Santoya-Montes, Yanin (57216345199); Gutiérrez-Ruiz, Karol Patricia (57192930752); Zequeira Cotes, Rodrigo (57219187454); Puentes-Rozo, Pedro J. (24588084200)","57216345199; 57192930752; 57219187454; 24588084200","Two Case Reports of Neuropsychological Functioning in Congenital Insensitivity to Pain with Anhidrosis (CIPA)","2020","Developmental Neuropsychology","45","6","","414","430","0","0","10.1080/87565641.2020.1825719","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091615314&doi=10.1080%2F87565641.2020.1825719&partnerID=40&md5=4b97f8e79c73fa88c61613ac22175dea","Article","Final","","Scopus","2-s2.0-85091615314"
"Chavarro-Mesa, E.C.; Delahoz-Domínguez, E.; Fennix-Agudelo, M.A.; Miranda-Castro, W.; Angel-Diaz, J.E.","Chavarro-Mesa, Edisson (57188841051); Delahoz-Domínguez, Enrique J. (57220073247); Fennix-Agudelo, Mary Andrea (57193855099); Miranda-Castro, Wendy (57193857478); Angel-Diaz, Jorge Evelio (56168874900)","57188841051; 57220073247; 57193855099; 57193857478; 56168874900","Preliminary machine learning model for citrus greening disease (Huanglongbing-HLB) prediction in Colombia","2020","","","","9247900","","","0","2","10.1109/ColCACI50549.2020.9247900","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097555435&doi=10.1109%2FColCACI50549.2020.9247900&partnerID=40&md5=65713ba87cc630e1e46b241c18e8a430","Conference paper","Final","","Scopus","2-s2.0-85097555435"
"Martinez, E.; Calderón, C.; García, H.; Arguello, H.","Martinez, Elizabeth (58459662800); Calderón, Camilo (57220752833); García, Hans (57192275191); Arguello, Henry Fuentes (44061135000)","58459662800; 57220752833; 57192275191; 44061135000","MRI Brain Tumour Segmentation using a CNN over a Multi-parametric Feature Extraction","2020","","","","9247926","","","0","4","10.1109/ColCACI50549.2020.9247926","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097527626&doi=10.1109%2FColCACI50549.2020.9247926&partnerID=40&md5=04a1e33f9eaba9ee5c563752f319c534","Conference paper","Final","","Scopus","2-s2.0-85097527626"
"Salas-Navarro, K.; Acevedo-Chedid, J.; Florez, W.F.; Ospina-Mateus, H.; Cárdenas-Barrón, L.E.; Sana, S.S.","Salas-Navarro, Katherinne (57193504630); Acevedo-Chedid, Jaime (57193533853); Florez, Whady F. (6602152047); Ospina-Mateus, Holman (57194034904); Cárdenas-Barrón, Leopoldo Eduardo (6506675064); Sana, Shib Sankar (15078194000)","57193504630; 57193533853; 6602152047; 57194034904; 6506675064; 15078194000","A COLLABORATIVE EPQ INVENTORY MODEL FOR A THREE-ECHELON SUPPLY CHAIN WITH MULTIPLE PRODUCTS CONSIDERING THE EFFECT OF MARKETING EFFORT ON DEMAND","2020","Journal of Industrial and Management Optimization","16","4","","1613","1633","0","15","10.3934/jimo.2019020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097717968&doi=10.3934%2Fjimo.2019020&partnerID=40&md5=51a7dec3cd33b3791a01ee42a97023ba","Article","Final","","Scopus","2-s2.0-85097717968"
"Watson, P.; Winfree, J.; Toro-González, D.","Watson, Philip Scott (7402745536); Winfree, Jason A. (6507485919); Toro-González, Daniel (56380539800)","7402745536; 6507485919; 56380539800","Fiscal impacts and cross-border effects of a change in state liquor policy","2020","Journal of Food Distribution Research","51","2","","1","18","0","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090651270&partnerID=40&md5=71d2a3e1aa45678b4de0822b19e846ce","Article","Final","","Scopus","2-s2.0-85090651270"
"Espinosa-Espinosa, A.E.; Madero-Jirado, M.; Rodríguez-Puello, G.; Díaz-Canedo, L.C.","Espinosa-Espinosa, Aarón (57211108028); Madero-Jirado, Maristella (57218297478); Rodríguez-Puello, Gabriel O. (57218291635); Díaz-Canedo, Luis C. (57218297655)","57211108028; 57218297478; 57218291635; 57218297655","Ethnicity, space and human development in poor urban communities: Commune 6 in cartagena de indias, Colombia; Etnicidad, espacio y desarrollo humano en comunidades pobres urbanas: La comuna 6 en cartagena de indias, Colombia","2020","Cuadernos de Economia (Colombia)","39","81","","635","665","0","8","10.15446/cuad.econ.v39n81.77333","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088659603&doi=10.15446%2Fcuad.econ.v39n81.77333&partnerID=40&md5=0d38e5ee59b7230f016ae5a671fe0baa","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85088659603"
"Narváez, A.; Useche-Vivero, J.F.; Martínez-Trespalacios, J.A.; Castro-Suarez, J.R.","Narváez, Alexander J. (57224404584); Useche-Vivero, J. F. (57218164237); Martínez-Trespalacios, J. A. (57218161727); Castro-Suarez, John R. (39161075600)","57224404584; 57218164237; 57218161727; 39161075600","A Novel Full Boundary Element Formulation for Harmonic Analysis of Elastic Membranes Coupled to Acoustics Fluids","2020","IOP Conference Series: Materials Science and Engineering","844","1","012061","","","0","1","10.1088/1757-899X/844/1/012061","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088132545&doi=10.1088%2F1757-899X%2F844%2F1%2F012061&partnerID=40&md5=93c08ec0ead3c443882e6021838d1b48","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85088132545"
"Narváez, A.; Useche-Vivero, J.F.; Martínez-Trespalacios, J.A.; Castro-Suarez, J.R.","Narváez, Alexander J. (57224404584); Useche-Vivero, J. F. (57218164237); Martínez-Trespalacios, J. A. (57218161727); Castro-Suarez, John R. (39161075600)","57224404584; 57218164237; 57218161727; 39161075600","A Novel Full Boundary Element Formulation for Transient Analysis of Elastic Membranes Coupled to Acoustics Fluids","2020","IOP Conference Series: Materials Science and Engineering","844","1","012073","","","0","1","10.1088/1757-899X/844/1/012073","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088131580&doi=10.1088%2F1757-899X%2F844%2F1%2F012073&partnerID=40&md5=a5b2c39b53354dba906d1aa35f4ec4e9","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85088131580"
"Vidal-Tovar, C.R.; Valle-Fuentes, H.; Rios-Dominguez, I.C.; Castro Alfaro, A.F.","Vidal-Tovar, Carlos Ramón (57194709778); Valle-Fuentes, Harold (57218158280); Rios-Dominguez, I. C. (57218161030); Castro Alfaro, Alain Fitzgerard (57189907125)","57194709778; 57218158280; 57218161030; 57189907125","Learning styles for algebra concepts: The case of engineering students at the Universidad de Santander (Valledupar, Colombia)","2020","IOP Conference Series: Materials Science and Engineering","844","1","012006","","","0","1","10.1088/1757-899X/844/1/012006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088128865&doi=10.1088%2F1757-899X%2F844%2F1%2F012006&partnerID=40&md5=efba36736dacd4c7a23443a83dbd032d","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85088128865"
"Angulo Blanquicett, G.E.; Vidal-Tovar, C.R.; Rios-Dominguez, I.C.","Angulo Blanquicett, Giovanna Elvira (57218160207); Vidal-Tovar, Carlos Ramón (57194709778); Rios-Dominguez, I. C. (57218161030)","57218160207; 57194709778; 57218161030","Scientific reasoning skills and patterns of use of Information and Communication Technologies. the case of the students of the Universidad de Santander (Valledupar, Colombia)","2020","IOP Conference Series: Materials Science and Engineering","844","1","012007","","","0","0","10.1088/1757-899X/844/1/012007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088115064&doi=10.1088%2F1757-899X%2F844%2F1%2F012007&partnerID=40&md5=1451d492680db12778389da734e47f2a","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85088115064"
"Sanchez-Hernandez, S.; Quiroz, M.A.; Sierra, L.R.; Morales, A.D.; Palencia, J.M.","Sanchez-Hernandez, Sergio A. (57220070743); Quiroz, M. A. (57218163713); Sierra, L. R. (57218167224); Morales, Alex D. (59454679600); Palencia, J. M. (57218170816)","57220070743; 57218163713; 57218167224; 59454679600; 57218170816","Design of a library using Matlab software for modeling and simulation of parabolic cylindrical solar collectors (CCP)","2020","IOP Conference Series: Materials Science and Engineering","844","1","012023","","","0","0","10.1088/1757-899X/844/1/012023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088106292&doi=10.1088%2F1757-899X%2F844%2F1%2F012023&partnerID=40&md5=e31b27bd949b585f53184f542f5015c4","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85088106292"
"Castellanos-González, L.M.; Cabello Eras, J.J.; Sagastume, A.; Martínez, V.L.; Ortiz, A.E.","Castellanos-González, Luis Marcos (57218168527); Cabello Eras, Juan José (6505661068); Sagastume, Alexis (57902133300); Martínez, V. L. (57218166284); Ortiz, A. E. (57218164101)","57218168527; 6505661068; 57902133300; 57218166284; 57218164101","Causal Analysis of the Pinion Teeth Failure in a Limestone Reclaimer","2020","IOP Conference Series: Materials Science and Engineering","844","1","012027","","","0","0","10.1088/1757-899X/844/1/012027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088089669&doi=10.1088%2F1757-899X%2F844%2F1%2F012027&partnerID=40&md5=961695ab52b418f32491726f1fe43688","Conference paper","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85088089669"
"Sanchez-Hernandez, S.; Romero, H.J.; Morales, A.D.","Sanchez-Hernandez, Sergio A. (57220070743); Romero, Henrique J. (57209262629); Morales, Alex D. (59454679600)","57220070743; 57209262629; 59454679600","A review: Comparison of performance metrics of pretrained models for object detection using the TensorFlow framework","2020","IOP Conference Series: Materials Science and Engineering","844","1","012024","","","0","102","10.1088/1757-899X/844/1/012024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088087738&doi=10.1088%2F1757-899X%2F844%2F1%2F012024&partnerID=40&md5=90d76a5b01a839527046a0fd73ce82e9","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85088087738"
"Romero-Mercado, C.D.; Naufal, C.; Meza, J.; Marrugo, A.G.","Romero-Mercado, Caleb D. (57221460194); Naufal, Camilo (57217629626); Meza, Jhacson (57204065355); Marrugo, Andrés G. (24329839300)","57221460194; 57217629626; 57204065355; 24329839300","A validation strategy for a target-based vision tracking system with an industrial robot","2020","Journal of Physics: Conference Series","1547","1","012018","","","0","7","10.1088/1742-6596/1547/1/012018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087457838&doi=10.1088%2F1742-6596%2F1547%2F1%2F012018&partnerID=40&md5=c6a6fe8b72cb7eebd090c86a8f418586","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85087457838"
"Alvarez-Canchila, O.I.; Arroyo-Pérez, D.E.; Patino-Saucedo, A.; Rostro-Gonzalez, H.; Patiño, A.","Alvarez-Canchila, O. I. (57217632400); Arroyo-Pérez, D. E. (57217629479); Patino-Saucedo, Alberto (57205197204); Rostro-Gonzalez, Horacio (56013673200); Patiño, Alberto (57190688459)","57217632400; 57217629479; 57205197204; 56013673200; 57190688459","Colombian fruit and vegetables recognition using convolutional neural networks and transfer learning","2020","Journal of Physics: Conference Series","1547","1","012020","","","0","9","10.1088/1742-6596/1547/1/012020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087439300&doi=10.1088%2F1742-6596%2F1547%2F1%2F012020&partnerID=40&md5=a95737c5f98933a5e735224d86ab1758","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85087439300"
"Arroyo-Pérez, D.E.; Alvarez-Canchila, O.I.; Patĩo-Saucedo, A.; Rostro-Gonzalez, H.; Patiño, A.","Arroyo-Pérez, D. E. (57217629479); Alvarez-Canchila, O. I. (57217632400); Patĩo-Saucedo, A. (57217630212); Rostro-Gonzalez, Horacio (56013673200); Patiño, Alberto (57190688459)","57217629479; 57217632400; 57217630212; 56013673200; 57190688459","Automatic recognition of Colombian car license plates using convolutional neural networks and Chars74k database","2020","Journal of Physics: Conference Series","1547","1","012024","","","0","1","10.1088/1742-6596/1547/1/012024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087435956&doi=10.1088%2F1742-6596%2F1547%2F1%2F012024&partnerID=40&md5=16fef25d2be77e7df0b8b361e4ec9c0c","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85087435956"
"Sierra, J.S.; Pineda, J.; Viteri, E.; Tello, A.; Millán, M.S.; Galvis-Ramírez, V.; Romero, L.A.; Marrugo, A.G.","Sierra, Juan S. (57209048746); Pineda, Jesus (57192270016); Viteri, Eduardo J. (57217630299); Tello, Alejandro (6603664598); Millán, María S. (7201466399); Galvis-Ramírez, Virgilio (55963715000); Romero, Lenny A. (36142156300); Marrugo, Andrés G. (24329839300)","57209048746; 57192270016; 57217630299; 6603664598; 7201466399; 55963715000; 36142156300; 24329839300","Generating density maps for convolutional neural network-based cell counting in specular microscopy images","2020","Journal of Physics: Conference Series","1547","1","012019","","","0","9","10.1088/1742-6596/1547/1/012019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087435730&doi=10.1088%2F1742-6596%2F1547%2F1%2F012019&partnerID=40&md5=b2a132455ec49e1c5cadf579afe6bffa","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85087435730"
"Cobos, T.L.","Cobos, Tania Lucía (57206773929)","57206773929","Journalism industries in the internet era: The case of Colombian news media outlets in Google News Colombia; Indústrias jornalísticas na era da internet: O caso da mídia Colombiana no Google News Colombia; Las industrias periodísticas en la era de internet: El caso de los medios noticiosos colombianos en Google News Colombia","2020","Contratexto","","33","","85","104","0","3","10.26439/contratexto2020.n033.4785","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105579895&doi=10.26439%2Fcontratexto2020.n033.4785&partnerID=40&md5=149087020ba2b3dbf82d20618dc0b664","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85105579895"
"Dominguez-Jimenez, J.A.; Dante, A.W.; Agbossou, K.; Henao, N.; Campillo, J.; Cardenas, A.; Kelouwani, S.","Dominguez-Jimenez, J. A. (56682770100); Dante, Abdoul Wahab (57205379820); Agbossou, Kodjo A. (56238417000); Henao, Nilson (55366621800); Campillo, Javier E. (55609096600); Cardenas, Alben (35519512400); Kelouwani, Sousso (6506420706)","56682770100; 57205379820; 56238417000; 55366621800; 55609096600; 35519512400; 6506420706","Optimal Charging Scheduling of Electric Vehicles based on Principal Component Analysis and Convex Optimization","2020","IEEE International Symposium on Industrial Electronics","2020-June","","9152292","935","940","0","5","10.1109/ISIE45063.2020.9152292","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089533700&doi=10.1109%2FISIE45063.2020.9152292&partnerID=40&md5=9e3ac0952dfcba278be9d48fff56f8d6","Conference paper","Final","","Scopus","2-s2.0-85089533700"
"Sierra-Porta, D.","Sierra-Porta, D. (57191333650)","57191333650","Hydrogeochemical Evaluation of Water Quality Suitable for Human Consumption and Comparative Interpretation for Water Quality Index Studies","2020","Environmental Processes","7","2","","579","596","0","8","10.1007/s40710-020-00426-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085314772&doi=10.1007%2Fs40710-020-00426-7&partnerID=40&md5=7140b17b09ae2b38e214c6afd100f35f","Article","Final","","Scopus","2-s2.0-85085314772"
"Useche, J.","Useche, J. F. (24537991200)","24537991200","Fracture Dynamic Analysis of Cracked Reissner Plates Using the Boundary Element Method","2020","International Journal of Solids and Structures","191-192","","","315","332","0","11","10.1016/j.ijsolstr.2020.01.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078849736&doi=10.1016%2Fj.ijsolstr.2020.01.017&partnerID=40&md5=5f0809d5db49b8cc4ffd5b1c5c72c3df","Article","Final","","Scopus","2-s2.0-85078849736"
