"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Molecular Sequence Numbers","Chemicals/CAS","Tradenames","Manufacturers","ISSN","ISBN","CODEN","Document Type","Publication Stage","Open Access","Source","EID"
"Tarazona-Alvarado M.; Sierra-Porta D.","Tarazona-Alvarado, M. (57549522400); Sierra-Porta, D. (57191333650)","57549522400; 57191333650","Dataset for Sun dynamics from topological features","2023","Data in Brief","51","","109728","","","3","10.1016/j.dib.2023.109728","https://www.scopus.com/pages/publications/85175419072?origin=resultslist","Universidad Industrial de Santander, Escuela de Física. Car 27 #9, Santander, Bucaramanga, 680001, Colombia; Universidad Tecnológica de Bolívar, Facultad de Ciencias Básicas, Parque Industrial y Tecnológico Carlos Vélez Pombo Km 1 Vía Turbaco, Bolívar, Cartagena de Indias, 130010, Colombia","Tarazona-Alvarado M., Universidad Industrial de Santander, Escuela de Física. Car 27 #9, Santander, Bucaramanga, 680001, Colombia; Sierra-Porta D., Universidad Tecnológica de Bolívar, Facultad de Ciencias Básicas, Parque Industrial y Tecnológico Carlos Vélez Pombo Km 1 Vía Turbaco, Bolívar, Cartagena de Indias, 130010, Colombia","","","","","23523409","","","Data paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85175419072"
"Carolina R.-L.; Juan R.P.; Claudia D.M.; Isabella R.C.; De Jesus V.H.; de Angeles O.M.; De la Parra-Guerra A.C.","Carolina, Rubiano-Labrador (55649334800); Juan, Rebollo Pérez (58619330000); Claudia, Diaz Mendoza (55258973100); Isabella, Revollo Cristina (58619622000); De Jesus, Vega Henry (58618844100); de Angeles, Ortega Maria (58618580700); De la Parra-Guerra, Ana C. (57192208583)","55649334800; 58619330000; 55258973100; 58619622000; 58618844100; 58618580700; 57192208583","Evaluation of the production potential of quorum quenchig enzymes of extremophile bacteria from Antarctica","2023","Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology","2023-July","","","","","0","","https://www.scopus.com/pages/publications/85172386233?origin=resultslist","Facultad de Ciencias Básicas, Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia; Facultad de Ingeniería, Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia; Departamente de Ciencias Naturales y Exactas, Universidad de la Costa, Barranquilla, Colombia","Carolina R.-L., Facultad de Ciencias Básicas, Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia; Juan R.P., Facultad de Ciencias Básicas, Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia; Claudia D.M., Facultad de Ingeniería, Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia; Isabella R.C., Facultad de Ingeniería, Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia; De Jesus V.H., Facultad de Ingeniería, Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia; de Angeles O.M., Facultad de Ingeniería, Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia; De la Parra-Guerra A.C., Departamente de Ciencias Naturales y Exactas, Universidad de la Costa, Barranquilla, Colombia","","","","","24146390","978-628952074-3","","Conference paper","Final","","Scopus","2-s2.0-85172386233"
"Hernandez-Fernandez J.; Maldonado-Morales Y.; Gonzalez-Cuello R.; Villabona-Ortíz Á.; Ortega-Toro R.","Hernandez-Fernandez, Joaquin (57210432772); Maldonado-Morales, Yuly (60010866100); Gonzalez-Cuello, Rafael (54408255900); Villabona-Ortíz, Ángel (57207986157); Ortega-Toro, Rodrigo (59662798800)","57210432772; 60010866100; 54408255900; 57207986157; 59662798800","Theoretical DFT Analysis of a Polyacrylamide/Amylose Copolymer for the Removal of Cd(II), Hg(II), and Pb(II) from Aqueous Solutions","2025","Polymers","17","14","1943","","","0","10.3390/polym17141943","https://www.scopus.com/pages/publications/105011414100?origin=resultslist","Chemistry Program, Department of Natural and Exact Sciences, San Pablo Campus, University of Cartagena, Cartagena, 130015, Colombia; Chemical Engineering Program, School of Engineering, Universidad Tecnológica de Bolívar, Parque Industrial y Tecnológico Carlos Vélez Pombo, Cartagena, 130001, Colombia; Department of Natural and Exact Science, Universidad de la Costa, Barranquilla, 080002, Colombia; Food Packaging and Shelf-Life Research Group (FP&SL), Food Engineering Program, University of Cartagena, Cartagena, 130015, Colombia; Process Design and Biomass Utilization Research Group (IDAB), Department of Chemical Engineering, Universidad de Cartagena, Avenida del Consulado St. 30, Cartagena, 130015, Colombia","Hernandez-Fernandez J., Chemistry Program, Department of Natural and Exact Sciences, San Pablo Campus, University of Cartagena, Cartagena, 130015, Colombia, Chemical Engineering Program, School of Engineering, Universidad Tecnológica de Bolívar, Parque Industrial y Tecnológico Carlos Vélez Pombo, Cartagena, 130001, Colombia, Department of Natural and Exact Science, Universidad de la Costa, Barranquilla, 080002, Colombia; Maldonado-Morales Y., Chemistry Program, Department of Natural and Exact Sciences, San Pablo Campus, University of Cartagena, Cartagena, 130015, Colombia; Gonzalez-Cuello R., Food Packaging and Shelf-Life Research Group (FP&SL), Food Engineering Program, University of Cartagena, Cartagena, 130015, Colombia; Villabona-Ortíz Á., Process Design and Biomass Utilization Research Group (IDAB), Department of Chemical Engineering, Universidad de Cartagena, Avenida del Consulado St. 30, Cartagena, 130015, Colombia; Ortega-Toro R., Food Packaging and Shelf-Life Research Group (FP&SL), Food Engineering Program, University of Cartagena, Cartagena, 130015, Colombia","","","","","20734360","","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105011414100"
"De La Hoz Del Villar R.C.; Del Río Cortina J.; Palomino O.S.M.; Rojas R.R.","De La Hoz Del Villar, Rita Cecilia (59326410200); Del Río Cortina, Jorge (57197807415); Palomino, Oriana Susana Martínez (58620428800); Rojas, Ronald R. (57212543326)","59326410200; 57197807415; 58620428800; 57212543326","Pursuing Innovation: Exploring the Relationship Between Museum Size and Creative Possibilities","2025","International Journal of the Inclusive Museum","18","2","","125","147","1","10.18848/1835-2014/CGP/v18i02/125-147","https://www.scopus.com/pages/publications/105004284471?origin=resultslist","Escuela de Negocios, Universidad Tecnológica de Bolívar, Cartagena, Colombia; Graduate School of Business and Leadership, National Louis University, Tampa, FL, United States","De La Hoz Del Villar R.C., Escuela de Negocios, Universidad Tecnológica de Bolívar, Cartagena, Colombia; Del Río Cortina J., Escuela de Negocios, Universidad Tecnológica de Bolívar, Cartagena, Colombia; Palomino O.S.M., Escuela de Negocios, Universidad Tecnológica de Bolívar, Cartagena, Colombia; Rojas R.R., Graduate School of Business and Leadership, National Louis University, Tampa, FL, United States","","","","","18352014","","","Article","Final","","Scopus","2-s2.0-105004284471"
"Perilla Granados J.S.A.","Perilla Granados, Juan Sebastián Alejandro (57023375100)","57023375100","Access to the Internet as a Human Right with a Socio-Collective Scope; [El Acceso a Internet como Derecho Humano con Alcance Socio-Colectivo]","2024","Revista de Direito, Estado e Telecomunicacoes","16","2","","236","256","0","10.26512/lstr.v16i2.50381","https://www.scopus.com/pages/publications/105000401657?origin=resultslist","Facultad de Derecho, Universidad Tecnológica de Bolívar, Cartagena, Colombia","Perilla Granados J.S.A., Facultad de Derecho, Universidad Tecnológica de Bolívar, Cartagena, Colombia","","","","","19849729","","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105000401657"
"Zulay Cárdenas Escobar A.; Gazabón Arrieta F.; Mendoza Díaz A.; Ospina Mateus H.","Zulay Cárdenas Escobar, Alba (57930948900); Gazabón Arrieta, Fabián (57202852177); Mendoza Díaz, Armando (57931099400); Ospina Mateus, Holman (57194034904)","57930948900; 57202852177; 57931099400; 57194034904","Impact of Knowledge in Linear Algebra on Academic Performance in Quantitative Optimization Methods: A Data Analytical Approach; [Impacto del Conocimiento en Álgebra Lineal en el Desempeño Académico en Métodos Cuantitativos de Optimización: Un Enfoque Analítico de Datos]","2024","Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology","","","","","","0","10.18687/LACCEI2024.1.1.1831","https://www.scopus.com/pages/publications/85203836796?origin=resultslist","Universidad Tecnológica de Bolívar (UTB), Colombia","Zulay Cárdenas Escobar A., Universidad Tecnológica de Bolívar (UTB), Colombia; Gazabón Arrieta F., Universidad Tecnológica de Bolívar (UTB), Colombia; Mendoza Díaz A., Universidad Tecnológica de Bolívar (UTB), Colombia; Ospina Mateus H., Universidad Tecnológica de Bolívar (UTB), Colombia","","","","","24146390","978-628952078-1","","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85203836796"
"Granados J.S.A.P.","Granados, Juan Sebastián Alejandro Perilla (57023375100)","57023375100","THE COMMERCIAL TRUST AS AN ALTERNATIVE FOR INHERITANCE LAW IN COLOMBIA; [LA FIDUCIA MERCANTIL COMO ALTERNATIVA PARA LOS PROCESOS DE SUCESIÓN POR CAUSA DE MUERTE EN COLOMBIA]","2024","Revista de Direito","16","2","","1","21","0","10.32361/2024160219445","https://www.scopus.com/pages/publications/85214220023?origin=resultslist","Universidad Tecnológica de Bolívar, Cartagena das Índias, Colombia","Granados J.S.A.P., Universidad Tecnológica de Bolívar, Cartagena das Índias, Colombia","","","","","18068790","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85214220023"
"Ojeda-Caicedo V.V.; Castillo-Landinez S.P.; Arrieta-Villegas N.; Rey-Prada R.; Mejia-Blanco M.C.; Pineda-Vergara L.D.; Contreras-Ortiz S.H.","Ojeda-Caicedo, Vilma V. (57220077867); Castillo-Landinez, Sandra P. (57304665100); Arrieta-Villegas, Nayerlis (59296681300); Rey-Prada, Raquel (59297050000); Mejia-Blanco, Maria C. (59297296900); Pineda-Vergara, Luz D. (59296435600); Contreras-Ortiz, Sonia H. (57210822856)","57220077867; 57304665100; 59296681300; 59297050000; 59297296900; 59296435600; 57210822856","Development of a Mentoring Program for Women in Engineering Undergraduate Programs","2024","Lecture Notes in Educational Technology","Part F3283","","","653","662","4","10.1007/978-981-97-1814-6_64","https://www.scopus.com/pages/publications/85201954646?origin=resultslist","Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia; Corporación Universitaria Autónoma del Cauca, Popayán, Colombia; Cátedra Abierta Latinoamericana Matilda y las Mujeres en Ingeniería, Mar del Plata, Argentina","Ojeda-Caicedo V.V., Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia, Cátedra Abierta Latinoamericana Matilda y las Mujeres en Ingeniería, Mar del Plata, Argentina; Castillo-Landinez S.P., Corporación Universitaria Autónoma del Cauca, Popayán, Colombia, Cátedra Abierta Latinoamericana Matilda y las Mujeres en Ingeniería, Mar del Plata, Argentina; Arrieta-Villegas N., Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia; Rey-Prada R., Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia; Mejia-Blanco M.C., Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia; Pineda-Vergara L.D., Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia; Contreras-Ortiz S.H., Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia, Cátedra Abierta Latinoamericana Matilda y las Mujeres en Ingeniería, Mar del Plata, Argentina","","","","","21964963","","","Book chapter","Final","","Scopus","2-s2.0-85201954646"
"Oviedo-Tapia O.; Mendoza-Haydar J.; De-Avila-Barragan L.; Villa J.L.","Oviedo-Tapia, Oscar (60514411200); Mendoza-Haydar, Juan (60514240600); De-Avila-Barragan, Laura (60515096200); Villa, Jose Luis (7005142049)","60514411200; 60514240600; 60515096200; 7005142049","Development of a Solar Tracking System for Measuring and Transmitting Radiation Data on Biodegradable Plastic Samples","2025","C3 2025 - IEEE Colombian Caribbean Conference","","","","","","0","10.1109/C366505.2025.11340164","https://www.scopus.com/pages/publications/105033339414?origin=resultslist","Universidad Tecnologica de Bolivar, Cartagena, Colombia","Oviedo-Tapia O., Universidad Tecnologica de Bolivar, Cartagena, Colombia; Mendoza-Haydar J., Universidad Tecnologica de Bolivar, Cartagena, Colombia; De-Avila-Barragan L., Universidad Tecnologica de Bolivar, Cartagena, Colombia; Villa J.L., Universidad Tecnologica de Bolivar, Cartagena, Colombia","","","","","","979-833157142-9","","Conference paper","Final","","Scopus","2-s2.0-105033339414"
"Vargas A.C.; Paul S.","Vargas, Adriana Castro (59454344600); Paul, Shiladitya (57206640428)","59454344600; 57206640428","Effect of flow velocity on the corrosion performance of thermally sprayed aluminium coating in synthetic seawater","2024","AMPP Annual Conference and Expo 2024","","","","","","0","","https://www.scopus.com/pages/publications/85210873154?origin=resultslist","University of Leicester University, Road, Leicester, LE1 7RH, United Kingdom; NSIRC, TWI Ltd, Granta Park, Great Abington, Cambridge, CB21 6AL, United Kingdom; Universidad Tecnológica de Bolívar Km, 1 Vía Turbaco, Cartagena, 130011, Colombia; TWI Ltd, Granta Park, Great Abington, Cambridge, CB21 6AL, United Kingdom","Vargas A.C., University of Leicester University, Road, Leicester, LE1 7RH, United Kingdom, NSIRC, TWI Ltd, Granta Park, Great Abington, Cambridge, CB21 6AL, United Kingdom, Universidad Tecnológica de Bolívar Km, 1 Vía Turbaco, Cartagena, 130011, Colombia; Paul S., University of Leicester University, Road, Leicester, LE1 7RH, United Kingdom, TWI Ltd, Granta Park, Great Abington, Cambridge, CB21 6AL, United Kingdom","","","","","","","","Conference paper","Final","","Scopus","2-s2.0-85210873154"
"Serrano J.E.; González E.","Serrano, Jairo E. (57220927199); González, Enrique (7402466812)","57220927199; 7402466812","BDI Peasants Model for the WellProdSim Agent-Based Social Simulator","2024","Communications in Computer and Information Science","1924 CCIS","","","367","379","2","10.1007/978-3-031-47372-2_29","https://www.scopus.com/pages/publications/105025195619?origin=resultslist","Universidad Tecnológica de Bolívar, Cartagena, Colombia; Pontificia Universidad Javeriana, Bogotá, Colombia","Serrano J.E., Universidad Tecnológica de Bolívar, Cartagena, Colombia; González E., Pontificia Universidad Javeriana, Bogotá, Colombia","","","","","18650929","978-303147371-5","","Conference paper","Final","","Scopus","2-s2.0-105025195619"
"Hernandez-Fernandez J.; Bello-León E.; Marquez E.","Hernandez-Fernandez, Joaquin (57210432772); Bello-León, Elias (59196807400); Marquez, Edgar (36800050600)","57210432772; 59196807400; 36800050600","Computational Study on the Inhibition Mechanisms of the Ziegler-Natta Catalyst in the Propylene Polymerization Process: Part 1 Effects of Acetylene and Methylacetylene","2024","International Journal of Molecular Sciences","25","19","10585","","","0","10.3390/ijms251910585","https://www.scopus.com/pages/publications/85206448144?origin=resultslist","Chemistry Program, Department of Natural and Exact Sciences, San Pablo Campus, University of Cartagena, Cartagena, 30015, Colombia; Chemical Engineering Program, School of Engineering, Universidad Tecnologica de Bolivar, Parque Industrial y Tecnológico Carlos Vélez Pombo, Km 1 Vía Turbaco, Turbaco, 130001, Colombia; Department of Natural and Exact Science, Universidad de la Costa, Barranquilla, 30300, Colombia; Grupo de Investigación en Ciencias e Ingeniería CECOPAT&A, Chemistry Program, Department of Natural and Exact Sciences, University of Cartagena, San Pablo Campus, Cartagena, 131001, Colombia; Grupo de Investigaciones en Química y Biología, Departamento de Química y Biología, Facultad de Ciencias Básicas, Universidad del Norte, Carrera 51B, Km 5, Vía Puerto Colombia, Barranquilla, 081007, Colombia","Hernandez-Fernandez J., Chemistry Program, Department of Natural and Exact Sciences, San Pablo Campus, University of Cartagena, Cartagena, 30015, Colombia, Chemical Engineering Program, School of Engineering, Universidad Tecnologica de Bolivar, Parque Industrial y Tecnológico Carlos Vélez Pombo, Km 1 Vía Turbaco, Turbaco, 130001, Colombia, Department of Natural and Exact Science, Universidad de la Costa, Barranquilla, 30300, Colombia, Grupo de Investigación en Ciencias e Ingeniería CECOPAT&A, Chemistry Program, Department of Natural and Exact Sciences, University of Cartagena, San Pablo Campus, Cartagena, 131001, Colombia; Bello-León E., Grupo de Investigación en Ciencias e Ingeniería CECOPAT&A, Chemistry Program, Department of Natural and Exact Sciences, University of Cartagena, San Pablo Campus, Cartagena, 131001, Colombia; Marquez E., Grupo de Investigaciones en Química y Biología, Departamento de Química y Biología, Facultad de Ciencias Básicas, Universidad del Norte, Carrera 51B, Km 5, Vía Puerto Colombia, Barranquilla, 081007, Colombia","","acetylene, 74-86-2; ethylene, 74-85-1; polyethylene, 9002-88-4; polypropylene, 25085-53-4, 9003-07-0; propylene, 115-07-1; Acetylene, ; Alkenes, ; Alkynes, ; propylene, ","","","16616596","","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85206448144"
"Domínguez-De la Ossa E.; Vázquez-Miraz P.; Fortich-Pérez D.; Campo-Landines K.","Domínguez-De la Ossa, Elsy (57223851529); Vázquez-Miraz, Pedro (57196040759); Fortich-Pérez, David (57201036449); Campo-Landines, Kiara (57205565967)","57223851529; 57196040759; 57201036449; 57205565967","Citizenship Competencies to Counter Bullying in Cartagena, Colombia; [Competências de cidadania contra o assédio moral em Cartagena, Colômbia]; [Competencias ciudadanas contra el acoso escolar en Cartagena, Colombia]","2024","Revista Electronica Educare","28","3","","","","0","10.15359/ree.28-3.18479","https://www.scopus.com/pages/publications/85213411781?origin=resultslist","Universidad Tecnológica de Bolívar, Cartagena, Colombia; Universidad Simón Bolívar, Barranquilla, Colombia","Domínguez-De la Ossa E., Universidad Tecnológica de Bolívar, Cartagena, Colombia; Vázquez-Miraz P., Universidad Tecnológica de Bolívar, Cartagena, Colombia; Fortich-Pérez D., Universidad Tecnológica de Bolívar, Cartagena, Colombia; Campo-Landines K., Universidad Simón Bolívar, Barranquilla, Colombia","","","","","14094258","","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85213411781"
"Castilla-Caballero D.; Medina-Guerrero A.; Hernandez-Ramirez A.; Vazquez-Rodriguez S.; Colina-Márquez J.; Machuca Martínez F.; Barraza-Burgos J.; Roa-Espinosa A.; Gunasekaran S.","Castilla-Caballero, Deyler (57024211000); Medina-Guerrero, Astrid (59351819200); Hernandez-Ramirez, Aracely (57199644727); Vazquez-Rodriguez, Sofia (56000886200); Colina-Márquez, José (23484999200); Machuca Martínez, Fiderman (35488117500); Barraza-Burgos, Juan (57204866197); Roa-Espinosa, Aicardo (6506275757); Gunasekaran, Sundaram (7101998337)","57024211000; 59351819200; 57199644727; 56000886200; 23484999200; 35488117500; 57204866197; 6506275757; 7101998337","Use of a 416B-type central-hybrid experimental design to evaluate the synthesis conditions of TiO2/biochar composites on the solid-state photocatalytic degradation of polypropylene-plastic films","2025","Applied Catalysis A: General","697","","120196","","","1","10.1016/j.apcata.2025.120196","https://www.scopus.com/pages/publications/86000303183?origin=resultslist","Environmental Engineering and Chemical Engineering Programs, Universidad Tecnológica de Bolívar, Parque Industrial y Tecnológico Carlos, Vélez Pombo km 1 Vía Turbaco, Cartagena, Colombia; Escuela de Ingenieria Química, Universidad del Valle, Cali, 760026, Colombia; School of Engineering, Architecture & Design, Universidad Tecnológica de Bolívar, Parque Industrial y Tecnológico Carlos, Vélez Pombo km 1 Vía Turbaco, Cartagena, Colombia; Facultad de Ciencias Químicas, Universidad Autónoma de Nuevo León, Ave. Universidad S/N, Cd. Universitaria, C.P. 66455, NL, San Nicolás de los Garza, Mexico; Facultad de Ingeniería Mecánica y Eléctrica, Universidad Autónoma de Nuevo León, Pedro de Alba S/N, Cd. Universitaria, NL, San Nicolás de los Garza, 66455, Mexico; Chemical Engineering Program, Universidad de Cartagena, Av. El Consulado 48-152, Cartagena, A.A. 130001, Colombia; Soil Net LLC, 560 Enterprise Ave, Belleville, 53508, WI, United States; Department of Biological Systems Engineering, University of Wisconsin, Madison, 53706, WI, United States","Castilla-Caballero D., Environmental Engineering and Chemical Engineering Programs, Universidad Tecnológica de Bolívar, Parque Industrial y Tecnológico Carlos, Vélez Pombo km 1 Vía Turbaco, Cartagena, Colombia, Escuela de Ingenieria Química, Universidad del Valle, Cali, 760026, Colombia, School of Engineering, Architecture & Design, Universidad Tecnológica de Bolívar, Parque Industrial y Tecnológico Carlos, Vélez Pombo km 1 Vía Turbaco, Cartagena, Colombia; Medina-Guerrero A., School of Engineering, Architecture & Design, Universidad Tecnológica de Bolívar, Parque Industrial y Tecnológico Carlos, Vélez Pombo km 1 Vía Turbaco, Cartagena, Colombia; Hernandez-Ramirez A., Facultad de Ciencias Químicas, Universidad Autónoma de Nuevo León, Ave. Universidad S/N, Cd. Universitaria, C.P. 66455, NL, San Nicolás de los Garza, Mexico; Vazquez-Rodriguez S., Facultad de Ingeniería Mecánica y Eléctrica, Universidad Autónoma de Nuevo León, Pedro de Alba S/N, Cd. Universitaria, NL, San Nicolás de los Garza, 66455, Mexico; Colina-Márquez J., Chemical Engineering Program, Universidad de Cartagena, Av. El Consulado 48-152, Cartagena, A.A. 130001, Colombia; Machuca Martínez F., Escuela de Ingenieria Química, Universidad del Valle, Cali, 760026, Colombia; Barraza-Burgos J., Escuela de Ingenieria Química, Universidad del Valle, Cali, 760026, Colombia; Roa-Espinosa A., Soil Net LLC, 560 Enterprise Ave, Belleville, 53508, WI, United States; Gunasekaran S., Department of Biological Systems Engineering, University of Wisconsin, Madison, 53706, WI, United States","","","","","0926860X","","ACAGE","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-86000303183"
"Sierra-Porta D.; Arrieta-Guardo I.S.; Gonzalez-Ortiz J.F.; Negrin-Perez E.A.","Sierra-Porta, D. (57191333650); Arrieta-Guardo, Isabella S. (60514332200); Gonzalez-Ortiz, Jose F. (60514332300); Negrin-Perez, Eduardo A. (60514332400)","57191333650; 60514332200; 60514332300; 60514332400","A Nonlinear, Robust Station–Season Index for Quantifying Fine–Coarse Mixture Regimes in Particulate Matter","2026","Clean - Soil, Air, Water","54","5","e70191","","","0","10.1002/clen.70191","https://www.scopus.com/pages/publications/105038191517?origin=resultslist","Escuela de Transformación Digital, Universidad Tecnológica de Bolívar, Cartagena de Indias, Bolívar, Colombia","Sierra-Porta D., Escuela de Transformación Digital, Universidad Tecnológica de Bolívar, Cartagena de Indias, Bolívar, Colombia; Arrieta-Guardo I.S., Escuela de Transformación Digital, Universidad Tecnológica de Bolívar, Cartagena de Indias, Bolívar, Colombia; Gonzalez-Ortiz J.F., Escuela de Transformación Digital, Universidad Tecnológica de Bolívar, Cartagena de Indias, Bolívar, Colombia; Negrin-Perez E.A., Escuela de Transformación Digital, Universidad Tecnológica de Bolívar, Cartagena de Indias, Bolívar, Colombia","","","","","18630650","","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-105038191517"
